OrderID,Date,CustomerID,CustomerName,Gender,Age,Region,State,City,Category,SubCategory,ProductID,ProductName,Brand,Quantity,UnitPrice,Discount,Cost,Sales,Profit,PaymentMethod,Segment,ShippingMode,DeliveryDays,Returned,Rating
ORD00124,2024-08-29,CUST1123,Customer 124,Female,48,North,Delhi,New Delhi,Furniture,Chair,P766,Chair Model,HP,5,1493,0.15,1119.75,6345.25,746.5,Card,Corporate,Express,6,Yes,4.9
ORD00125,2024-02-15,CUST1124,Customer 125,Female,49,South,Tamil Nadu,Chennai,Electronics,Laptop,P290,Laptop Model,Samsung,4,1640,0.0,1230.0,6560.0,1640.0,UPI,Consumer,Express,5,Yes,4.9
ORD00126,2024-06-20,CUST1125,Customer 126,Female,30,East,West Bengal,Kolkata,Groceries,Milk,P928,Milk Model,Dell,2,4330,0.15,3247.5,7361.0,866.0,Card,Consumer,Express,6,No,4.6
ORD00127,2024-01-08,CUST1126,Customer 127,Female,23,East,West Bengal,Kolkata,Clothing,Shirt,P510,Shirt Model,Dell,2,3521,0.15,2640.75,5985.7,704.2,UPI,Consumer,Express,3,Yes,3.5
ORD00128,2024-07-15,CUST1127,Customer 128,Female,59,South,Tamil Nadu,Chennai,Groceries,Milk,P468,Milk Model,HP,3,2673,0.0,2004.75,8019.0,2004.75,UPI,Home Office,Standard,4,No,3.7
ORD00129,2024-12-17,CUST1128,Customer 129,Male,48,East,West Bengal,Kolkata,Electronics,Phone,P256,Phone Model,Nike,3,2009,0.05,1506.75,5725.65,1205.4,Cash,Home Office,Express,4,No,4.6
ORD00130,2024-12-06,CUST1129,Customer 130,Male,54,South,Tamil Nadu,Chennai,Furniture,Chair,P214,Chair Model,Dell,5,3859,0.1,2894.25,17365.5,2894.25,Cash,Home Office,Standard,5,Yes,3.7
ORD00131,2024-09-23,CUST1130,Customer 131,Female,21,West,Maharashtra,Mumbai,Electronics,Laptop,P564,Laptop Model,HP,5,4204,0.0,3153.0,21020.0,5255.0,Cash,Corporate,Express,5,Yes,4.3
ORD00132,2024-12-10,CUST1131,Customer 132,Male,20,East,West Bengal,Kolkata,Electronics,Phone,P533,Phone Model,Samsung,3,224,0.05,168.0,638.4,134.4,Cash,Consumer,Standard,1,No,3.5
ORD00133,2024-07-28,CUST1132,Customer 133,Female,42,South,Tamil Nadu,Chennai,Furniture,Table,P182,Table Model,HP,3,3333,0.15,2499.75,8499.15,999.9,Cash,Corporate,Standard,2,No,4.3
ORD00134,2024-04-24,CUST1133,Customer 134,Female,32,North,Delhi,New Delhi,Electronics,Phone,P353,Phone Model,Nike,4,4660,0.15,3495.0,15844.0,1864.0,Card,Consumer,Express,2,Yes,3.5
ORD00135,2024-12-04,CUST1134,Customer 135,Male,46,West,Maharashtra,Mumbai,Electronics,Laptop,P712,Laptop Model,Dell,2,751,0.0,563.25,1502.0,375.5,UPI,Home Office,Standard,4,No,3.9
ORD00136,2024-04-21,CUST1135,Customer 136,Female,33,North,Delhi,New Delhi,Furniture,Table,P409,Table Model,HP,2,4919,0.1,3689.25,8854.2,1475.7,Cash,Home Office,Standard,4,No,3.9
ORD00137,2024-10-12,CUST1136,Customer 137,Female,44,South,Tamil Nadu,Chennai,Groceries,Milk,P518,Milk Model,HP,1,3021,0.15,2265.75,2567.85,302.1,Card,Corporate,Standard,7,No,3.9
ORD00138,2024-04-25,CUST1137,Customer 138,Female,53,East,West Bengal,Kolkata,Furniture,Table,P642,Table Model,HP,1,4807,0.15,3605.25,4085.95,480.7,Card,Consumer,Express,2,No,4.5
ORD00139,2024-08-18,CUST1138,Customer 139,Male,22,East,West Bengal,Kolkata,Electronics,Laptop,P292,Laptop Model,HP,1,2399,0.15,1799.25,2039.15,239.9,Card,Consumer,Express,3,Yes,3.8
ORD00140,2024-04-07,CUST1139,Customer 140,Male,53,North,Delhi,New Delhi,Groceries,Rice,P429,Rice Model,Samsung,5,1875,0.15,1406.25,7968.75,937.5,Card,Corporate,Express,3,No,4.0
ORD00141,2024-09-11,CUST1140,Customer 141,Female,44,West,Maharashtra,Mumbai,Electronics,Phone,P146,Phone Model,HP,3,1864,0.1,1398.0,5032.8,838.8,Cash,Consumer,Standard,3,No,3.9
ORD00142,2024-04-10,CUST1141,Customer 142,Female,34,East,West Bengal,Kolkata,Furniture,Table,P881,Table Model,Nike,5,2213,0.15,1659.75,9405.25,1106.5,Cash,Home Office,Express,4,Yes,4.6
ORD00143,2024-06-29,CUST1142,Customer 143,Male,22,South,Tamil Nadu,Chennai,Furniture,Table,P937,Table Model,Dell,2,4641,0.0,3480.75,9282.0,2320.5,UPI,Corporate,Standard,7,Yes,3.6
ORD00144,2024-03-18,CUST1143,Customer 144,Female,19,North,Delhi,New Delhi,Furniture,Table,P106,Table Model,Nike,3,695,0.15,521.25,1772.25,208.5,UPI,Consumer,Express,5,No,3.5
ORD00145,2024-12-23,CUST1144,Customer 145,Male,30,West,Maharashtra,Mumbai,Furniture,Chair,P734,Chair Model,Samsung,1,4495,0.05,3371.25,4270.25,899.0,Card,Corporate,Express,1,No,4.9
ORD00146,2024-08-23,CUST1145,Customer 146,Female,42,South,Tamil Nadu,Chennai,Furniture,Table,P486,Table Model,Nike,1,459,0.0,344.25,459.0,114.75,UPI,Home Office,Standard,6,Yes,3.6
ORD00147,2024-08-10,CUST1146,Customer 147,Female,20,East,West Bengal,Kolkata,Electronics,Laptop,P176,Laptop Model,Samsung,2,1931,0.15,1448.25,3282.7,386.2,Cash,Home Office,Standard,2,No,3.5
ORD00148,2024-04-16,CUST1147,Customer 148,Female,52,South,Tamil Nadu,Chennai,Groceries,Rice,P439,Rice Model,Nike,3,1530,0.05,1147.5,4360.5,918.0,Cash,Consumer,Standard,5,No,3.6
ORD00149,2024-08-11,CUST1148,Customer 149,Male,58,South,Tamil Nadu,Chennai,Electronics,Phone,P379,Phone Model,Nike,5,3449,0.1,2586.75,15520.5,2586.75,Card,Consumer,Express,5,No,4.1
ORD00150,2024-12-14,CUST1149,Customer 150,Female,27,West,Maharashtra,Mumbai,Electronics,Phone,P489,Phone Model,HP,2,802,0.0,601.5,1604.0,401.0,Cash,Corporate,Express,3,Yes,3.6
ORD00151,2024-06-06,CUST1150,Customer 151,Male,45,West,Maharashtra,Mumbai,Clothing,Shoes,P559,Shoes Model,Nike,1,1285,0.0,963.75,1285.0,321.25,UPI,Consumer,Standard,3,Yes,4.4
ORD00152,2024-06-15,CUST1151,Customer 152,Male,54,West,Maharashtra,Mumbai,Electronics,Phone,P633,Phone Model,HP,4,3376,0.0,2532.0,13504.0,3376.0,Cash,Corporate,Standard,2,No,4.0
ORD00153,2024-09-09,CUST1152,Customer 153,Female,48,South,Tamil Nadu,Chennai,Electronics,Laptop,P901,Laptop Model,Dell,4,2460,0.15,1845.0,8364.0,984.0,Card,Corporate,Standard,6,No,4.4
ORD00154,2024-04-10,CUST1153,Customer 154,Female,57,West,Maharashtra,Mumbai,Electronics,Laptop,P489,Laptop Model,Samsung,3,255,0.15,191.25,650.25,76.5,Card,Corporate,Express,7,Yes,4.0
ORD00155,2024-11-04,CUST1154,Customer 155,Female,58,South,Tamil Nadu,Chennai,Groceries,Milk,P602,Milk Model,HP,2,3462,0.1,2596.5,6231.6,1038.6,Card,Corporate,Express,7,No,4.0
ORD00156,2024-10-15,CUST1155,Customer 156,Female,22,South,Tamil Nadu,Chennai,Furniture,Chair,P938,Chair Model,Nike,4,1917,0.15,1437.75,6517.8,766.8,Cash,Corporate,Standard,6,No,3.9
ORD00157,2024-12-03,CUST1156,Customer 157,Female,52,South,Tamil Nadu,Chennai,Groceries,Milk,P618,Milk Model,Nike,1,3878,0.15,2908.5,3296.3,387.8,Cash,Consumer,Express,6,Yes,3.7
ORD00158,2024-05-07,CUST1157,Customer 158,Female,24,East,West Bengal,Kolkata,Furniture,Chair,P110,Chair Model,Dell,5,3473,0.1,2604.75,15628.5,2604.75,Card,Consumer,Standard,4,No,4.1
ORD00159,2024-12-13,CUST1158,Customer 159,Female,23,South,Tamil Nadu,Chennai,Clothing,Shirt,P218,Shirt Model,HP,4,1056,0.1,792.0,3801.6,633.6,Card,Corporate,Express,4,Yes,4.3
ORD00160,2024-06-27,CUST1159,Customer 160,Female,20,West,Maharashtra,Mumbai,Electronics,Phone,P929,Phone Model,Dell,4,2812,0.0,2109.0,11248.0,2812.0,UPI,Corporate,Standard,6,Yes,4.9
ORD00161,2024-05-04,CUST1160,Customer 161,Male,43,South,Tamil Nadu,Chennai,Furniture,Table,P744,Table Model,HP,5,3692,0.15,2769.0,15691.0,1846.0,UPI,Home Office,Express,4,Yes,4.6
ORD00162,2024-04-11,CUST1161,Customer 162,Female,22,West,Maharashtra,Mumbai,Groceries,Milk,P691,Milk Model,Dell,1,1959,0.05,1469.25,1861.05,391.8,Cash,Consumer,Express,3,Yes,4.2
ORD00163,2024-05-14,CUST1162,Customer 163,Female,40,West,Maharashtra,Mumbai,Clothing,Shoes,P965,Shoes Model,Nike,5,3415,0.0,2561.25,17075.0,4268.75,Cash,Consumer,Express,5,Yes,4.5
ORD00164,2024-06-09,CUST1163,Customer 164,Male,50,North,Delhi,New Delhi,Furniture,Table,P497,Table Model,Nike,1,1699,0.1,1274.25,1529.1,254.85,Cash,Consumer,Express,4,Yes,4.2
ORD00165,2024-10-02,CUST1164,Customer 165,Female,46,South,Tamil Nadu,Chennai,Furniture,Table,P734,Table Model,Dell,3,1349,0.05,1011.75,3844.65,809.4,Card,Consumer,Express,2,Yes,4.7
ORD00166,2024-10-14,CUST1165,Customer 166,Male,23,West,Maharashtra,Mumbai,Groceries,Milk,P678,Milk Model,Dell,4,3836,0.15,2877.0,13042.4,1534.4,UPI,Corporate,Standard,3,Yes,4.3
ORD00167,2024-03-27,CUST1166,Customer 167,Female,52,West,Maharashtra,Mumbai,Groceries,Rice,P942,Rice Model,Dell,5,1135,0.1,851.25,5107.5,851.25,Cash,Corporate,Standard,4,Yes,4.6
ORD00168,2024-11-30,CUST1167,Customer 168,Male,46,South,Tamil Nadu,Chennai,Clothing,Shirt,P986,Shirt Model,Dell,4,2352,0.1,1764.0,8467.2,1411.2,UPI,Consumer,Express,7,No,3.7
ORD00169,2024-03-12,CUST1168,Customer 169,Male,38,South,Tamil Nadu,Chennai,Furniture,Chair,P820,Chair Model,Samsung,5,3073,0.1,2304.75,13828.5,2304.75,Card,Home Office,Express,7,Yes,3.7
ORD00170,2024-07-29,CUST1169,Customer 170,Female,33,North,Delhi,New Delhi,Clothing,Shirt,P879,Shirt Model,Nike,2,2245,0.05,1683.75,4265.5,898.0,Card,Consumer,Express,6,No,4.1
ORD00171,2024-02-08,CUST1170,Customer 171,Female,55,North,Delhi,New Delhi,Groceries,Milk,P102,Milk Model,Dell,3,3924,0.15,2943.0,10006.2,1177.2,Cash,Corporate,Express,7,Yes,4.7
ORD00172,2024-07-22,CUST1171,Customer 172,Female,39,South,Tamil Nadu,Chennai,Groceries,Rice,P660,Rice Model,HP,4,2399,0.1,1799.25,8636.4,1439.4,Cash,Corporate,Express,6,Yes,3.6
ORD00173,2024-11-16,CUST1172,Customer 173,Male,45,West,Maharashtra,Mumbai,Electronics,Laptop,P307,Laptop Model,HP,2,3815,0.15,2861.25,6485.5,763.0,Cash,Corporate,Standard,7,No,3.6
ORD00174,2024-07-03,CUST1173,Customer 174,Female,32,East,West Bengal,Kolkata,Electronics,Phone,P539,Phone Model,Dell,2,624,0.15,468.0,1060.8,124.8,Cash,Consumer,Standard,2,No,3.6
ORD00175,2024-10-30,CUST1174,Customer 175,Female,26,South,Tamil Nadu,Chennai,Groceries,Rice,P589,Rice Model,Dell,1,3014,0.0,2260.5,3014.0,753.5,UPI,Corporate,Standard,6,Yes,3.7
ORD00176,2024-07-07,CUST1175,Customer 176,Male,57,East,West Bengal,Kolkata,Furniture,Table,P765,Table Model,HP,2,1370,0.0,1027.5,2740.0,685.0,Card,Corporate,Standard,6,Yes,4.9
ORD00177,2024-11-11,CUST1176,Customer 177,Female,40,West,Maharashtra,Mumbai,Furniture,Chair,P539,Chair Model,Samsung,1,1346,0.0,1009.5,1346.0,336.5,UPI,Consumer,Express,6,Yes,3.9
ORD00178,2024-11-03,CUST1177,Customer 178,Female,36,East,West Bengal,Kolkata,Electronics,Phone,P761,Phone Model,Dell,2,4441,0.05,3330.75,8437.9,1776.4,UPI,Corporate,Express,1,Yes,4.2
ORD00179,2024-10-31,CUST1178,Customer 179,Female,41,North,Delhi,New Delhi,Electronics,Phone,P659,Phone Model,HP,3,1281,0.15,960.75,3266.55,384.3,Card,Consumer,Standard,5,Yes,3.5
ORD00180,2024-04-20,CUST1179,Customer 180,Female,43,North,Delhi,New Delhi,Electronics,Phone,P184,Phone Model,HP,5,2546,0.15,1909.5,10820.5,1273.0,Card,Consumer,Express,1,Yes,5.0
ORD00181,2024-03-20,CUST1180,Customer 181,Male,33,East,West Bengal,Kolkata,Groceries,Rice,P188,Rice Model,Nike,3,3783,0.05,2837.25,10781.55,2269.8,UPI,Corporate,Standard,3,Yes,3.7
ORD00182,2024-12-28,CUST1181,Customer 182,Male,41,South,Tamil Nadu,Chennai,Electronics,Laptop,P229,Laptop Model,Samsung,4,3040,0.1,2280.0,10944.0,1824.0,Cash,Consumer,Standard,3,No,3.9
ORD00183,2024-02-02,CUST1182,Customer 183,Male,49,East,West Bengal,Kolkata,Electronics,Phone,P979,Phone Model,HP,4,4384,0.1,3288.0,15782.4,2630.4,Card,Consumer,Express,7,Yes,4.8
ORD00184,2024-12-11,CUST1183,Customer 184,Male,48,North,Delhi,New Delhi,Furniture,Chair,P472,Chair Model,Nike,1,300,0.05,225.0,285.0,60.0,UPI,Consumer,Standard,5,No,3.8
ORD00185,2024-05-07,CUST1184,Customer 185,Male,50,West,Maharashtra,Mumbai,Clothing,Shoes,P789,Shoes Model,Dell,1,4882,0.1,3661.5,4393.8,732.3,UPI,Consumer,Standard,4,Yes,4.8
ORD00186,2024-05-24,CUST1185,Customer 186,Female,30,East,West Bengal,Kolkata,Clothing,Shirt,P398,Shirt Model,Samsung,5,3941,0.0,2955.75,19705.0,4926.25,Cash,Home Office,Standard,4,No,4.4
ORD00187,2024-09-09,CUST1186,Customer 187,Male,52,South,Tamil Nadu,Chennai,Furniture,Chair,P454,Chair Model,Dell,1,3559,0.0,2669.25,3559.0,889.75,Card,Consumer,Express,7,No,3.7
ORD00188,2024-09-28,CUST1187,Customer 188,Male,20,South,Tamil Nadu,Chennai,Groceries,Milk,P337,Milk Model,Nike,1,1366,0.1,1024.5,1229.4,204.9,Cash,Corporate,Express,6,Yes,4.4
ORD00189,2024-09-15,CUST1188,Customer 189,Female,60,South,Tamil Nadu,Chennai,Groceries,Rice,P233,Rice Model,HP,5,4851,0.0,3638.25,24255.0,6063.75,Card,Corporate,Express,7,No,4.6
ORD00190,2024-06-16,CUST1189,Customer 190,Male,55,East,West Bengal,Kolkata,Groceries,Milk,P211,Milk Model,HP,2,811,0.05,608.25,1540.9,324.4,UPI,Consumer,Express,4,No,4.1
ORD00191,2024-10-01,CUST1190,Customer 191,Male,23,East,West Bengal,Kolkata,Furniture,Table,P261,Table Model,Samsung,3,3995,0.1,2996.25,10786.5,1797.75,Cash,Home Office,Standard,2,No,3.7
ORD00192,2024-12-30,CUST1191,Customer 192,Female,29,South,Tamil Nadu,Chennai,Clothing,Shoes,P131,Shoes Model,Nike,5,601,0.1,450.75,2704.5,450.75,Card,Home Office,Standard,1,No,3.7
ORD00193,2024-03-12,CUST1192,Customer 193,Female,41,North,Delhi,New Delhi,Electronics,Laptop,P802,Laptop Model,Dell,2,1270,0.05,952.5,2413.0,508.0,Cash,Home Office,Express,7,Yes,3.5
ORD00194,2024-02-03,CUST1193,Customer 194,Male,47,South,Tamil Nadu,Chennai,Groceries,Rice,P151,Rice Model,HP,1,2916,0.0,2187.0,2916.0,729.0,Cash,Corporate,Express,4,Yes,4.1
ORD00195,2024-08-06,CUST1194,Customer 195,Female,27,South,Tamil Nadu,Chennai,Clothing,Shirt,P135,Shirt Model,HP,2,2452,0.1,1839.0,4413.6,735.6,Cash,Corporate,Express,4,No,3.6
ORD00196,2024-05-23,CUST1195,Customer 196,Male,42,West,Maharashtra,Mumbai,Furniture,Table,P900,Table Model,Samsung,2,4507,0.05,3380.25,8563.3,1802.8,Card,Home Office,Express,3,No,4.1
ORD00197,2024-04-02,CUST1196,Customer 197,Female,51,North,Delhi,New Delhi,Clothing,Shirt,P466,Shirt Model,HP,1,2501,0.0,1875.75,2501.0,625.25,UPI,Consumer,Standard,6,Yes,3.9
ORD00198,2024-01-29,CUST1197,Customer 198,Female,40,South,Tamil Nadu,Chennai,Groceries,Milk,P705,Milk Model,Dell,2,1642,0.05,1231.5,3119.8,656.8,Cash,Home Office,Express,5,Yes,4.3
ORD00199,2024-04-06,CUST1198,Customer 199,Male,32,West,Maharashtra,Mumbai,Clothing,Shirt,P716,Shirt Model,HP,4,510,0.0,382.5,2040.0,510.0,UPI,Home Office,Express,1,No,4.9
ORD00200,2024-04-13,CUST1199,Customer 200,Male,55,South,Tamil Nadu,Chennai,Clothing,Shirt,P821,Shirt Model,HP,3,687,0.0,515.25,2061.0,515.25,UPI,Home Office,Express,1,No,4.6
ORD00201,2024-12-05,CUST1200,Customer 201,Male,45,West,Maharashtra,Mumbai,Electronics,Phone,P910,Phone Model,Nike,3,2842,0.05,2131.5,8099.7,1705.2,Cash,Corporate,Standard,6,No,3.8
ORD00202,2024-10-28,CUST1201,Customer 202,Male,54,South,Tamil Nadu,Chennai,Groceries,Milk,P500,Milk Model,Dell,3,1243,0.05,932.25,3542.55,745.8,UPI,Home Office,Express,7,Yes,4.5
ORD00203,2024-02-23,CUST1202,Customer 203,Female,28,West,Maharashtra,Mumbai,Furniture,Table,P751,Table Model,Dell,1,2149,0.1,1611.75,1934.1,322.35,Cash,Home Office,Express,4,Yes,3.9
ORD00204,2024-05-07,CUST1203,Customer 204,Female,46,North,Delhi,New Delhi,Clothing,Shoes,P850,Shoes Model,Nike,1,210,0.0,157.5,210.0,52.5,UPI,Corporate,Express,4,No,4.3
ORD00205,2024-02-21,CUST1204,Customer 205,Female,19,West,Maharashtra,Mumbai,Furniture,Chair,P426,Chair Model,Samsung,4,803,0.0,602.25,3212.0,803.0,UPI,Consumer,Express,2,No,3.7
ORD00206,2024-02-08,CUST1205,Customer 206,Female,28,North,Delhi,New Delhi,Clothing,Shoes,P154,Shoes Model,Dell,1,3733,0.05,2799.75,3546.35,746.6,Card,Consumer,Standard,4,No,4.5
ORD00207,2024-06-01,CUST1206,Customer 207,Male,21,South,Tamil Nadu,Chennai,Electronics,Laptop,P469,Laptop Model,Dell,4,4883,0.15,3662.25,16602.2,1953.2,Card,Consumer,Express,7,No,3.8
ORD00208,2024-01-14,CUST1207,Customer 208,Female,43,South,Tamil Nadu,Chennai,Furniture,Table,P582,Table Model,Nike,1,4079,0.0,3059.25,4079.0,1019.75,Cash,Corporate,Standard,6,No,3.8
ORD00209,2024-07-14,CUST1208,Customer 209,Female,34,East,West Bengal,Kolkata,Furniture,Table,P331,Table Model,Samsung,1,2356,0.15,1767.0,2002.6,235.6,Cash,Consumer,Standard,7,Yes,3.6
ORD00210,2024-06-25,CUST1209,Customer 210,Female,54,West,Maharashtra,Mumbai,Furniture,Chair,P341,Chair Model,Nike,4,4480,0.15,3360.0,15232.0,1792.0,Card,Consumer,Express,7,Yes,4.3
ORD00211,2024-09-21,CUST1210,Customer 211,Male,26,South,Tamil Nadu,Chennai,Electronics,Phone,P143,Phone Model,Nike,2,1569,0.05,1176.75,2981.1,627.6,UPI,Home Office,Express,2,Yes,4.8
ORD00212,2024-05-12,CUST1211,Customer 212,Female,35,East,West Bengal,Kolkata,Electronics,Laptop,P632,Laptop Model,Nike,4,4757,0.15,3567.75,16173.8,1902.8,UPI,Home Office,Express,1,No,3.7
ORD00213,2024-10-17,CUST1212,Customer 213,Female,34,North,Delhi,New Delhi,Electronics,Laptop,P492,Laptop Model,Nike,3,4587,0.1,3440.25,12384.9,2064.15,Cash,Home Office,Express,1,Yes,3.9
ORD00214,2024-03-14,CUST1213,Customer 214,Female,35,West,Maharashtra,Mumbai,Electronics,Phone,P481,Phone Model,Dell,3,2146,0.0,1609.5,6438.0,1609.5,Card,Corporate,Express,3,No,4.8
ORD00215,2024-12-16,CUST1214,Customer 215,Female,44,North,Delhi,New Delhi,Furniture,Chair,P719,Chair Model,Dell,3,3829,0.1,2871.75,10338.3,1723.05,UPI,Corporate,Standard,7,No,4.6
ORD00216,2024-09-21,CUST1215,Customer 216,Male,51,East,West Bengal,Kolkata,Electronics,Laptop,P682,Laptop Model,Dell,1,2748,0.15,2061.0,2335.8,274.8,UPI,Consumer,Standard,7,Yes,3.9
ORD00217,2024-08-21,CUST1216,Customer 217,Female,58,North,Delhi,New Delhi,Clothing,Shirt,P226,Shirt Model,Dell,3,3217,0.15,2412.75,8203.35,965.1,UPI,Corporate,Express,5,No,3.8
ORD00218,2024-08-30,CUST1217,Customer 218,Male,42,East,West Bengal,Kolkata,Clothing,Shirt,P150,Shirt Model,HP,3,940,0.1,705.0,2538.0,423.0,Cash,Consumer,Standard,6,Yes,4.5
ORD00219,2024-05-17,CUST1218,Customer 219,Male,32,West,Maharashtra,Mumbai,Electronics,Laptop,P358,Laptop Model,Samsung,4,1283,0.05,962.25,4875.4,1026.4,Cash,Home Office,Express,4,No,4.8
ORD00220,2024-08-23,CUST1219,Customer 220,Male,18,East,West Bengal,Kolkata,Furniture,Table,P623,Table Model,Samsung,3,4465,0.15,3348.75,11385.75,1339.5,Cash,Home Office,Express,3,Yes,4.2
ORD00221,2024-06-21,CUST1220,Customer 221,Male,51,East,West Bengal,Kolkata,Clothing,Shoes,P883,Shoes Model,HP,3,2647,0.05,1985.25,7543.95,1588.2,UPI,Home Office,Express,6,No,4.5
ORD00222,2024-01-14,CUST1221,Customer 222,Male,55,West,Maharashtra,Mumbai,Clothing,Shoes,P825,Shoes Model,HP,4,3514,0.15,2635.5,11947.6,1405.6,Card,Home Office,Standard,6,No,4.9
ORD00223,2024-12-09,CUST1222,Customer 223,Male,48,East,West Bengal,Kolkata,Clothing,Shirt,P231,Shirt Model,Samsung,5,1683,0.1,1262.25,7573.5,1262.25,Cash,Home Office,Standard,6,No,4.5
ORD00224,2024-04-23,CUST1223,Customer 224,Female,55,East,West Bengal,Kolkata,Furniture,Table,P401,Table Model,Nike,4,2914,0.1,2185.5,10490.4,1748.4,UPI,Corporate,Standard,7,Yes,4.2
ORD00225,2024-04-09,CUST1224,Customer 225,Male,30,North,Delhi,New Delhi,Groceries,Milk,P450,Milk Model,Nike,4,642,0.05,481.5,2439.6,513.6,Cash,Corporate,Standard,3,Yes,4.7
ORD00226,2024-09-06,CUST1225,Customer 226,Female,31,East,West Bengal,Kolkata,Furniture,Table,P879,Table Model,HP,1,238,0.15,178.5,202.3,23.8,Cash,Consumer,Express,7,Yes,3.7
ORD00227,2024-08-10,CUST1226,Customer 227,Male,52,West,Maharashtra,Mumbai,Groceries,Milk,P304,Milk Model,Samsung,4,3340,0.0,2505.0,13360.0,3340.0,UPI,Corporate,Standard,1,Yes,4.4
ORD00228,2024-05-07,CUST1227,Customer 228,Female,28,South,Tamil Nadu,Chennai,Clothing,Shoes,P166,Shoes Model,Dell,2,1041,0.15,780.75,1769.7,208.2,Card,Corporate,Express,6,No,4.2
ORD00229,2024-12-17,CUST1228,Customer 229,Female,19,South,Tamil Nadu,Chennai,Clothing,Shoes,P333,Shoes Model,HP,3,1743,0.05,1307.25,4967.55,1045.8,Cash,Consumer,Standard,6,Yes,4.4
ORD00230,2024-03-27,CUST1229,Customer 230,Male,60,North,Delhi,New Delhi,Clothing,Shirt,P210,Shirt Model,Dell,4,2295,0.0,1721.25,9180.0,2295.0,UPI,Home Office,Standard,4,No,4.1
ORD00231,2024-10-07,CUST1230,Customer 231,Female,60,East,West Bengal,Kolkata,Groceries,Rice,P203,Rice Model,Samsung,2,276,0.1,207.0,496.8,82.8,Cash,Home Office,Standard,4,Yes,4.3
ORD00232,2024-11-12,CUST1231,Customer 232,Male,34,North,Delhi,New Delhi,Clothing,Shirt,P951,Shirt Model,HP,1,4277,0.05,3207.75,4063.15,855.4,Card,Home Office,Express,3,Yes,3.6
ORD00233,2024-09-11,CUST1232,Customer 233,Male,25,South,Tamil Nadu,Chennai,Groceries,Milk,P955,Milk Model,Nike,2,222,0.0,166.5,444.0,111.0,UPI,Consumer,Standard,6,Yes,4.9
ORD00234,2024-11-25,CUST1233,Customer 234,Male,29,South,Tamil Nadu,Chennai,Groceries,Milk,P995,Milk Model,Dell,3,4003,0.0,3002.25,12009.0,3002.25,Card,Corporate,Express,4,Yes,3.6
ORD00235,2024-01-24,CUST1234,Customer 235,Female,23,North,Delhi,New Delhi,Furniture,Chair,P481,Chair Model,Samsung,3,3128,0.15,2346.0,7976.4,938.4,UPI,Consumer,Express,4,No,3.9
ORD00236,2024-07-16,CUST1235,Customer 236,Male,24,West,Maharashtra,Mumbai,Groceries,Rice,P526,Rice Model,Nike,1,1285,0.0,963.75,1285.0,321.25,Cash,Home Office,Express,2,No,4.7
ORD00237,2024-11-09,CUST1236,Customer 237,Female,20,North,Delhi,New Delhi,Furniture,Table,P164,Table Model,Samsung,4,1125,0.15,843.75,3825.0,450.0,Cash,Corporate,Standard,6,Yes,5.0
ORD00238,2024-12-08,CUST1237,Customer 238,Female,27,East,West Bengal,Kolkata,Electronics,Phone,P959,Phone Model,Dell,2,4147,0.1,3110.25,7464.6,1244.1,UPI,Home Office,Standard,5,No,4.8
ORD00239,2024-03-25,CUST1238,Customer 239,Male,50,North,Delhi,New Delhi,Groceries,Milk,P328,Milk Model,Nike,2,2910,0.1,2182.5,5238.0,873.0,Card,Consumer,Standard,4,No,4.7
ORD00240,2024-08-17,CUST1239,Customer 240,Male,24,North,Delhi,New Delhi,Groceries,Milk,P513,Milk Model,Nike,3,1172,0.15,879.0,2988.6,351.6,UPI,Home Office,Standard,7,Yes,4.7
ORD00241,2024-11-12,CUST1240,Customer 241,Male,47,East,West Bengal,Kolkata,Furniture,Table,P439,Table Model,Nike,3,3176,0.0,2382.0,9528.0,2382.0,Cash,Home Office,Express,6,No,3.7
ORD00242,2024-12-03,CUST1241,Customer 242,Male,20,South,Tamil Nadu,Chennai,Electronics,Phone,P268,Phone Model,Nike,3,2591,0.1,1943.25,6995.7,1165.95,UPI,Home Office,Express,1,No,4.4
ORD00243,2024-04-06,CUST1242,Customer 243,Male,44,North,Delhi,New Delhi,Groceries,Rice,P147,Rice Model,Dell,4,1761,0.1,1320.75,6339.6,1056.6,Card,Corporate,Standard,4,Yes,4.3
ORD00244,2024-01-25,CUST1243,Customer 244,Male,42,West,Maharashtra,Mumbai,Groceries,Rice,P773,Rice Model,Samsung,5,1622,0.05,1216.5,7704.5,1622.0,Cash,Corporate,Express,5,Yes,3.9
ORD00245,2024-06-24,CUST1244,Customer 245,Female,53,East,West Bengal,Kolkata,Groceries,Rice,P747,Rice Model,HP,2,3581,0.1,2685.75,6445.8,1074.3,UPI,Consumer,Express,6,No,4.9
ORD00246,2024-03-08,CUST1245,Customer 246,Female,52,South,Tamil Nadu,Chennai,Clothing,Shirt,P392,Shirt Model,Nike,3,4806,0.15,3604.5,12255.3,1441.8,UPI,Home Office,Standard,1,No,3.7
ORD00247,2024-12-09,CUST1246,Customer 247,Male,21,North,Delhi,New Delhi,Furniture,Table,P807,Table Model,Samsung,2,2547,0.1,1910.25,4584.6,764.1,UPI,Home Office,Standard,3,No,3.7
ORD00248,2024-12-11,CUST1247,Customer 248,Female,42,South,Tamil Nadu,Chennai,Groceries,Rice,P526,Rice Model,Samsung,5,2556,0.0,1917.0,12780.0,3195.0,Cash,Consumer,Standard,6,No,3.8
